success,cache_line_sz,cache_queue_size,cache_size,cache_hit_latency,cache_bandwidth,cycle,power,area
TRUE,16,64,65536,3,9,76389,72.1251,2056710
TRUE,16,32,16384,2,16,78416,56.9743,1126790
TRUE,32,128,32768,3,5,70363,64.6064,1338930
TRUE,16,128,16384,4,15,82431,54.4071,1104520
TRUE,16,128,131072,3,11,76028,130.465,3154290
TRUE,64,128,131072,3,10,68610,126.655,2871060
TRUE,16,32,16384,4,16,82776,53.6635,1059980
TRUE,64,64,65536,3,9,68414,72.3711,1671260
TRUE,64,128,32768,1,14,64512,67.3826,1284880
TRUE,32,64,65536,4,10,74049,69.7058,1791540
TRUE,16,32,65536,2,6,73840,74.3353,2056710
TRUE,16,32,65536,4,12,76638,71.5552,2033670
TRUE,32,32,65536,3,15,71227,71.9179,1790780
TRUE,32,64,131072,3,9,71083,124.756,3101220
TRUE,32,128,131072,3,15,70386,125.634,3101220
TRUE,16,128,131072,2,4,74504,133.621,3109760
TRUE,32,128,32768,4,4,74593,61.7531,1338930
TRUE,16,64,131072,4,13,77171,128.062,3131260
TRUE,32,32,131072,3,13,70724,127.354,3100460
TRUE,16,64,65536,2,11,73829,74.3481,2056710
TRUE,64,128,32768,1,8,63644,68.2514,1329420
TRUE,32,32,65536,2,16,68880,74.8737,1836080
TRUE,16,64,32768,4,7,76771,61.5002,1400950
TRUE,16,64,65536,1,9,70966,76.7304,2046830
TRUE,16,128,65536,4,6,77750,70.1758,1989140
TRUE,32,64,32768,1,14,66260,68.1359,1329050
TRUE,64,128,32768,2,12,67356,65.2402,1294760
TRUE,32,64,131072,3,11,70862,127.286,3100460
TRUE,32,32,16384,4,16,75637,56.1673,1117760
TRUE,16,64,32768,1,9,71461,66.2246,1458260
TRUE,64,128,32768,2,13,67083,65.9986,1339300
TRUE,32,128,16384,4,6,76865,54.7296,1072450
TRUE,32,64,65536,1,14,65717,77.0549,1781660
TRUE,64,32,131072,1,4,64422,136.389,2861180
TRUE,16,128,32768,2,16,73265,64.324,1423610
TRUE,64,64,32768,1,12,64412,67.4514,1284880
TRUE,32,64,32768,1,11,66327,67.534,1284510
TRUE,64,64,65536,3,4,68848,72.8025,1671260
TRUE,64,64,16384,4,16,73677,56.4218,1042170
TRUE,16,64,16384,1,13,77997,56.6477,1072370
TRUE,16,32,65536,2,7,73772,74.3505,2056710
TRUE,32,64,32768,1,10,66142,67.5542,1293630
TRUE,32,32,16384,4,10,76847,54.7489,1072450
TRUE,16,128,32768,4,12,77764,61.4299,1445110
TRUE,32,128,65536,4,4,74371,69.6869,1790390
TRUE,64,64,131072,3,4,68638,126.65,2871060
TRUE,16,32,16384,4,14,82368,54.4437,1104520
TRUE,32,32,16384,2,11,70933,58.8315,1073220
TRUE,64,64,32768,2,6,67397,64.7699,1294760
TRUE,16,32,16384,3,13,80605,55.5783,1126790
TRUE,32,128,65536,2,8,68541,75.1637,1836080
TRUE,16,128,32768,3,13,75974,62.8971,1468150
TRUE,64,64,131072,4,6,72243,122.663,2871060
TRUE,64,64,131072,4,16,71425,121.122,2871060
TRUE,16,128,65536,2,12,73881,73.7689,2012170
TRUE,32,64,16384,2,8,69631,60.2809,1117760
TRUE,16,128,32768,1,5,71655,66.0819,1458260
TRUE,32,32,16384,1,10,67784,61.4023,1107870
TRUE,16,128,16384,3,12,81531,55.1284,1126790
TRUE,32,32,16384,1,8,67776,60.9206,1063330
TRUE,16,128,16384,2,7,77966,56.6328,1082250
TRUE,64,64,65536,1,12,64270,77.5401,1661370
TRUE,16,128,65536,3,14,77352,71.4191,2056710
TRUE,64,128,16384,2,5,68627,60.0711,1042170
TRUE,16,32,131072,2,5,73869,135.016,3154290
TRUE,16,128,131072,2,16,73563,135.502,3154290
TRUE,32,128,65536,4,7,74063,69.9274,1790390
TRUE,32,64,16384,1,11,67086,61.9679,1107870
TRUE,64,64,16384,2,13,68677,60.5946,1086710
TRUE,16,64,131072,2,7,73673,134.694,3109760
TRUE,32,128,16384,3,11,72324,57.6447,1073220
TRUE,32,64,16384,1,9,67585,60.8908,1072450
TRUE,64,64,65536,3,10,68794,72.853,1671260
TRUE,32,64,131072,3,16,70521,127.742,3100460
TRUE,32,32,65536,3,9,70647,72.386,1790780
TRUE,32,32,65536,2,5,68669,74.5176,1791540
TRUE,64,64,32768,2,15,67240,65.3184,1294760
TRUE,64,128,131072,3,4,68716,123.628,2871060
TRUE,64,32,32768,4,7,71498,61.3733,1294760
TRUE,32,128,32768,4,14,74802,61.5144,1337790
TRUE,16,64,65536,2,10,74819,73.0032,2012170
TRUE,16,64,131072,3,16,76948,129.322,3154290
TRUE,32,64,131072,4,13,74277,123.492,3100070
TRUE,64,32,65536,1,4,65025,76.8145,1661370
TRUE,64,32,32768,4,5,72145,61.3198,1294760
TRUE,32,64,32768,2,14,68847,66.2473,1338930
TRUE,64,64,131072,1,5,64256,136.703,2861180
TRUE,16,64,16384,2,7,78869,56.1346,1082250
TRUE,16,128,131072,2,6,73571,135.295,3154290
TRUE,32,32,131072,1,7,65714,138.047,3145000
TRUE,64,128,65536,1,4,63696,78.1403,1661370
TRUE,32,64,32768,4,16,74883,60.9083,1293250
TRUE,16,128,32768,2,8,73954,64.4306,1468150
TRUE,16,32,65536,4,14,76650,70.9646,1989140
TRUE,32,32,65536,2,14,68653,75.0821,1836080
TRUE,16,32,131072,4,7,77371,127.244,3086720
TRUE,16,64,32768,3,15,76761,62.3953,1468150
TRUE,32,128,32768,4,10,73969,62.181,1338930
TRUE,64,128,131072,2,15,66795,129.54,2871060
TRUE,16,32,65536,4,7,76580,71.5462,2033670
TRUE,64,32,131072,4,6,72722,121.924,2871060
TRUE,32,32,131072,1,15,65884,136.069,3135880
TRUE,64,32,131072,2,7,67050,132.02,2871060
TRUE,16,64,16384,3,11,80971,55.7379,1149060
TRUE,16,64,131072,1,15,70776,140.265,3144410
TRUE,16,32,131072,2,7,73984,134.94,3154290
TRUE,32,128,131072,3,8,70799,127.359,3100460
TRUE,64,32,65536,3,8,68666,72.156,1671260
TRUE,64,128,65536,4,11,72150,70.3255,1671260
TRUE,16,64,32768,1,8,70697,66.827,1458260
TRUE,16,64,32768,3,4,76376,62.0911,1423610
TRUE,64,32,131072,4,15,72169,122.713,2871060
TRUE,16,64,16384,3,10,80177,55.8419,1126790
TRUE,64,64,16384,1,12,66436,61.9629,1076820
TRUE,64,128,131072,1,4,64086,136.947,2861180
TRUE,32,64,16384,4,9,74949,56.5741,1117760
TRUE,64,128,131072,4,4,72064,122.924,2871060
TRUE,64,128,32768,2,4,66805,65.6705,1294760
TRUE,32,32,131072,4,11,74632,123.562,3144610
TRUE,32,64,65536,1,9,65905,77.3992,1826200
TRUE,32,32,16384,3,7,71585,58.1149,1073220
TRUE,16,32,16384,2,9,81453,55.2025,1126790
TRUE,32,32,16384,3,13,72299,57.9903,1116990
TRUE,64,64,16384,2,8,68518,60.1307,1042170
TRUE,32,128,16384,2,12,70264,59.8486,1117760
TRUE,64,64,32768,3,13,68727,63.7219,1294760
TRUE,16,32,16384,2,8,78884,56.6404,1126790
TRUE,16,32,32768,1,10,70881,66.1397,1413720
TRUE,16,128,32768,4,10,76761,62.0572,1445490
TRUE,32,64,32768,1,6,65897,68.4271,1329050
TRUE,64,64,131072,3,11,68710,126.463,2871060
TRUE,64,128,65536,1,10,64170,77.6326,1661370
TRUE,32,128,65536,3,8,70528,72.4777,1790780
TRUE,32,64,131072,4,6,74603,123.605,3144610
TRUE,64,32,32768,1,15,64218,67.614,1284880
TRUE,64,32,131072,1,8,63901,137.293,2861180
TRUE,16,32,131072,3,4,76767,129.479,3154290
TRUE,64,128,32768,3,4,68597,63.8173,1294760
TRUE,16,64,131072,3,10,76400,129.809,3132020
TRUE,64,128,65536,1,15,64646,77.1726,1661370
TRUE,32,128,16384,4,13,76801,54.7703,1072450
TRUE,16,64,131072,1,6,70797,140.068,3144410
TRUE,64,32,32768,3,5,68409,63.9685,1294760
TRUE,32,32,65536,2,9,68653,74.5173,1791540
TRUE,32,32,131072,4,5,74698,123.455,3144610
TRUE,64,32,131072,1,9,64061,136.994,2861180
TRUE,16,128,16384,2,6,79558,56.2467,1126790
TRUE,32,64,65536,1,13,66208,77.3132,1835320
TRUE,16,128,131072,1,12,70819,140.143,3144410
TRUE,16,32,65536,3,15,76628,71.9092,2056710
TRUE,64,64,16384,4,13,73824,56.3043,1042170
TRUE,64,64,32768,1,5,64665,67.2371,1284880
TRUE,16,64,16384,1,11,76195,58.1979,1116910
TRUE,16,128,32768,3,4,75752,62.4863,1423610
TRUE,64,64,131072,2,13,67261,131.646,2871060
TRUE,16,64,16384,3,5,80693,55.5507,1126790
TRUE,64,64,131072,3,8,68692,126.571,2871060
TRUE,32,128,16384,1,5,67064,61.9561,1107870
TRUE,64,32,131072,3,4,69163,125.775,2871060
TRUE,16,32,16384,1,4,75571,58.5676,1116910
TRUE,32,32,16384,3,12,72184,57.7239,1073220
TRUE,16,64,32768,4,13,77728,61.4465,1445110
TRUE,64,64,131072,1,7,64508,136.77,2905720
TRUE,64,32,65536,4,11,71894,70.517,1671260
TRUE,16,32,16384,4,6,84825,53.2219,1104520
TRUE,16,64,131072,3,12,76224,130.403,3154290
TRUE,16,128,16384,1,12,75125,58.874,1116910
TRUE,64,64,32768,2,16,67102,65.4322,1294760
TRUE,64,64,65536,1,13,64257,77.56,1661370
TRUE,64,32,16384,2,11,67652,60.763,1042170
TRUE,32,32,32768,3,9,71389,63.7344,1338170
TRUE,32,32,65536,2,6,68838,74.3029,1790780
TRUE,64,128,32768,3,10,68508,63.891,1294760
TRUE,64,64,65536,2,4,66944,75.7661,1715800
TRUE,64,64,131072,4,8,72435,119.669,2871060
TRUE,32,32,16384,4,6,76647,54.8559,1072450
TRUE,16,32,131072,2,11,75177,132.553,3109760
TRUE,64,32,32768,2,9,67228,65.3331,1294760
TRUE,32,32,16384,2,8,70273,59.2954,1073220
TRUE,32,64,131072,4,5,74266,123.525,3100070
TRUE,64,32,16384,2,5,68504,60.1621,1042170
TRUE,32,32,65536,2,11,68764,74.8988,1835320
TRUE,32,32,131072,2,12,68657,132.28,3100460
TRUE,64,64,131072,1,6,64648,136.473,2905720
TRUE,32,64,131072,4,14,73987,121.931,3101220
TRUE,64,32,65536,2,10,66967,74.3999,1671260
TRUE,64,32,131072,4,13,71648,123.535,2871060
TRUE,64,64,16384,4,4,74035,55.8751,1042170
TRUE,16,64,32768,3,11,76580,62.5015,1468150
TRUE,16,32,131072,1,14,71452,139.217,3144410
TRUE,16,32,32768,2,15,73465,64.7635,1468150
TRUE,32,128,131072,3,5,71074,124.681,3101220
TRUE,32,32,32768,2,16,68637,66.0153,1338170
TRUE,32,64,32768,4,10,74562,61.6698,1337790
TRUE,16,32,131072,2,14,74216,134.56,3154290
TRUE,32,32,32768,3,16,70708,63.826,1294390
TRUE,32,64,65536,1,7,65701,77.7718,1835320
TRUE,16,128,65536,3,5,76395,72.1269,2056710
TRUE,16,64,65536,3,13,76950,71.6541,2056710
TRUE,32,64,131072,2,7,68852,131.322,3145760
TRUE,64,32,65536,4,6,72061,70.3803,1671260
TRUE,32,32,65536,1,15,65695,77.7738,1835320
TRUE,64,64,131072,3,12,68724,126.465,2871060
TRUE,16,64,32768,1,5,69626,67.6324,1458260
TRUE,64,64,131072,1,9,64366,136.526,2861180
TRUE,32,32,32768,2,15,69199,65.0307,1293630
TRUE,32,32,131072,3,14,70683,125.302,3101220
TRUE,64,64,16384,3,7,70414,58.5087,1042170
TRUE,64,32,131072,3,9,68596,126.684,2871060
TRUE,32,128,131072,2,16,68620,131.693,3145760
TRUE,64,128,65536,2,15,66718,75.4121,1671260
TRUE,16,128,16384,1,4,74939,58.9903,1116910
TRUE,16,128,32768,4,4,77907,61.3201,1445110
TRUE,16,64,32768,1,14,70444,67.0356,1458260
TRUE,64,64,65536,1,6,64000,77.8271,1661370
TRUE,16,128,131072,1,8,71192,139.473,3144410
TRUE,64,64,65536,3,16,68104,73.4382,1671260
TRUE,64,128,16384,2,14,67850,60.6026,1042170
TRUE,64,32,32768,1,6,64212,67.625,1284880
TRUE,64,32,131072,3,16,68781,126.376,2871060
TRUE,32,128,131072,3,7,70671,125.802,3145760
TRUE,16,64,65536,1,8,70528,77.0927,2046830
TRUE,32,64,16384,4,14,76442,55.1353,1073220
TRUE,16,32,65536,4,11,76642,71.5166,2034060
TRUE,64,32,16384,1,8,64804,62.7717,1032280
TRUE,64,32,16384,1,5,64747,62.4861,1032280
TRUE,64,64,16384,3,15,70958,58.1275,1042170
TRUE,16,128,65536,1,6,71192,76.5292,2046830
TRUE,64,128,131072,1,11,63800,134.55,2861180
TRUE,64,32,131072,2,8,66886,132.839,2915600
TRUE,16,128,32768,3,8,77156,61.5352,1423610
TRUE,16,32,131072,3,13,76396,130.17,3154290
TRUE,64,32,32768,2,12,66875,65.1961,1294760
TRUE,16,128,32768,1,13,70559,66.3394,1413720
TRUE,16,32,32768,3,13,77105,61.6157,1423610
TRUE,16,128,65536,3,9,76342,72.184,2056710
TRUE,64,64,32768,3,11,68402,63.9674,1294760
TRUE,16,64,65536,3,7,76210,72.2183,2056710
TRUE,32,32,32768,2,13,69677,65.5983,1338930
TRUE,64,128,16384,1,5,65667,62.0849,1032280
TRUE,64,32,131072,3,13,68549,126.78,2871060
TRUE,32,64,16384,3,6,72137,57.7429,1073220
TRUE,64,64,16384,2,7,68559,60.0927,1042170
TRUE,64,128,131072,1,7,64057,136.979,2861180
TRUE,32,64,32768,2,8,68820,65.8899,1338170
TRUE,32,32,65536,4,14,74003,70.2669,1836080
TRUE,32,128,65536,1,12,66060,76.7164,1781660
TRUE,64,32,131072,4,16,71847,120.514,2871060
TRUE,32,32,65536,4,13,74582,69.5369,1790390
TRUE,64,32,16384,4,14,72901,56.8911,1042170
TRUE,16,32,16384,1,12,75876,57.8794,1072370
TRUE,32,32,16384,4,4,75383,55.7683,1073220
TRUE,16,32,32768,1,15,70958,66.6224,1458260
TRUE,16,32,32768,1,12,70336,67.0752,1458260
TRUE,64,32,65536,3,12,69085,72.5933,1671260
TRUE,16,128,131072,1,7,69871,141.295,3099870
TRUE,64,32,16384,4,7,74303,55.7325,1042170
TRUE,64,32,131072,1,10,64218,136.742,2861180
TRUE,32,32,16384,2,14,70054,59.0632,1072450
TRUE,32,64,65536,1,10,66979,76.6105,1835320
TRUE,32,32,131072,3,6,70934,125.449,3145760
TRUE,32,32,131072,1,4,65984,137.107,3100460
TRUE,64,64,65536,4,5,72132,70.3384,1671260
TRUE,32,128,16384,2,7,71822,58.7961,1117760
TRUE,16,64,32768,2,15,73740,64.5704,1468150
TRUE,64,32,32768,1,10,64825,67.0913,1284880
TRUE,64,64,16384,3,4,70116,58.7199,1042170
TRUE,16,64,131072,2,4,73452,135.674,3154290
TRUE,64,128,131072,3,12,68724,126.485,2871060
TRUE,32,128,65536,2,16,68811,74.935,1836080
TRUE,32,64,65536,3,7,70495,72.7976,1836080
TRUE,32,64,16384,1,10,67047,61.8342,1116990
TRUE,16,32,16384,3,9,81280,55.2746,1126790
TRUE,32,128,131072,2,12,68650,131.025,3101220
TRUE,32,64,131072,3,15,71153,126.801,3100460
TRUE,16,32,65536,1,13,70881,76.8216,2046830
TRUE,16,128,65536,3,15,76788,71.7664,2056710
TRUE,16,32,16384,2,4,79642,56.2212,1126790
TRUE,64,32,65536,2,15,66785,75.1174,1715800
TRUE,32,128,16384,3,8,72663,57.2188,1072450
TRUE,32,128,16384,2,13,69598,60.3141,1117760
TRUE,16,32,65536,4,13,77031,70.6573,1989140
TRUE,16,64,16384,4,7,83908,54.2141,1149060
TRUE,16,64,131072,3,11,76378,129.399,3109760
TRUE,64,64,32768,4,5,72696,60.9458,1294760
TRUE,16,32,16384,4,4,84136,53.5134,1104520
TRUE,64,64,65536,1,11,64218,77.5935,1661370
TRUE,32,32,65536,3,13,70647,72.1576,1791540
TRUE,64,32,65536,2,11,66966,74.9519,1715800
TRUE,16,32,65536,1,15,70376,77.2872,2046830
TRUE,64,128,65536,3,13,68559,73.0452,1671260
TRUE,16,128,32768,1,14,70698,66.7785,1458260
TRUE,32,32,65536,2,12,69353,74.3881,1835320
TRUE,32,128,131072,2,5,68704,131.425,3145760
TRUE,32,32,16384,2,7,70497,59.1422,1073220
TRUE,32,128,32768,3,6,70666,64.3916,1338930
TRUE,16,64,32768,4,14,77358,61.6584,1445110
TRUE,16,128,16384,4,16,82071,54.5892,1104520
TRUE,32,128,65536,2,11,68701,75.0578,1836080
TRUE,16,32,32768,1,11,70703,66.7878,1458260
TRUE,64,32,131072,2,14,66705,129.687,2871060
TRUE,16,32,65536,3,8,76755,71.2688,2012170
TRUE,16,64,32768,2,10,73533,64.7033,1468150
TRUE,64,64,131072,2,15,67527,128.352,2871060
TRUE,16,32,16384,1,6,74783,59.0998,1116910
TRUE,64,32,32768,3,13,68727,63.7287,1294760
TRUE,32,128,65536,3,16,71520,71.6599,1790780
TRUE,32,32,131072,4,4,74330,121.914,3145760
TRUE,32,32,16384,1,12,67301,61.2481,1063330
TRUE,16,128,16384,2,8,77124,57.6916,1126790
TRUE,64,128,16384,2,6,68375,60.2516,1042170
TRUE,32,64,65536,4,8,73971,69.765,1791540
TRUE,64,128,32768,4,5,71852,61.1298,1294760
TRUE,16,32,32768,1,5,70444,67.0117,1458260
TRUE,32,128,32768,2,11,68625,65.8685,1294390
TRUE,16,64,32768,2,12,73473,64.7189,1468150
TRUE,64,64,16384,3,8,69706,58.9673,1042170
TRUE,32,128,65536,2,5,68820,74.8753,1835320
TRUE,16,32,131072,4,13,76447,129.094,3131260
TRUE,64,128,131072,4,8,72184,122.697,2871060
TRUE,32,128,65536,4,10,73927,69.785,1791540
TRUE,16,32,32768,4,7,77123,61.2738,1400570
TRUE,16,128,65536,1,7,70383,77.2795,2046830
TRUE,16,32,16384,2,10,79291,55.8677,1082250
TRUE,64,64,131072,1,14,64368,136.406,2861180
TRUE,64,128,16384,4,7,73227,56.6792,1042170
TRUE,16,32,16384,3,12,81347,55.2034,1126790
TRUE,32,32,65536,1,8,66551,76.811,1826200
TRUE,32,32,32768,2,5,69372,65.4569,1338170
TRUE,32,32,32768,2,12,69328,65.4929,1338170
TRUE,32,32,32768,1,11,66351,68.0818,1329050
TRUE,32,32,65536,3,7,70777,72.262,1790780
TRUE,64,32,131072,3,12,68597,126.682,2871060
TRUE,16,32,65536,4,5,77325,70.4313,1989520
TRUE,16,64,16384,1,9,75839,58.4316,1116910
TRUE,32,64,65536,3,11,71400,71.5445,1791540
TRUE,32,32,131072,2,6,68805,132.589,3145000
TRUE,16,64,131072,1,7,70156,141.347,3144410
TRUE,16,128,16384,1,6,75451,58.1656,1072370
TRUE,32,32,131072,3,11,71423,124.784,3145760
TRUE,16,64,32768,4,15,76947,61.951,1445490
TRUE,64,128,16384,1,16,66273,61.5934,1032280
TRUE,16,128,65536,4,15,77752,70.1512,1989140
TRUE,32,64,16384,1,13,67659,61.4957,1107870
TRUE,32,64,65536,4,6,74464,69.9594,1836080
TRUE,16,64,131072,3,6,76037,130.505,3154290
TRUE,32,32,65536,2,8,68826,74.3641,1791540
TRUE,32,32,32768,4,5,74000,62.1499,1338930
TRUE,32,128,65536,1,4,65907,77.3753,1826200
TRUE,16,128,16384,1,10,74777,59.1661,1116910
TRUE,64,128,65536,3,10,68765,72.8737,1671260
TRUE,64,32,65536,4,5,72097,70.3656,1671260
TRUE,64,128,65536,1,6,64356,77.4708,1661370
TRUE,64,64,65536,2,15,66946,75.7643,1715800
TRUE,64,32,131072,2,9,66744,132.585,2871060
TRUE,64,32,32768,3,12,68760,63.6968,1294760
TRUE,16,64,32768,3,6,76135,62.2506,1423610
TRUE,64,64,65536,2,5,67070,75.6507,1715800
TRUE,64,64,16384,3,16,69556,58.7979,1042170
TRUE,64,128,131072,4,5,71884,123.135,2871060
TRUE,64,64,16384,1,13,65606,61.7822,1032280
TRUE,64,128,131072,1,5,64275,136.628,2861180
TRUE,32,32,65536,4,5,74362,69.4473,1791540
TRUE,16,128,16384,1,14,75731,58.5308,1116910
TRUE,32,64,65536,4,11,74780,69.4021,1790390
TRUE,32,32,131072,1,5,65832,137.979,3145000
TRUE,16,128,16384,1,9,75945,58.4093,1116910
TRUE,64,32,16384,2,9,68938,59.8334,1042170
TRUE,32,32,16384,4,12,76965,54.6686,1072450
TRUE,32,128,32768,3,9,71087,63.3623,1293630
TRUE,64,64,32768,4,8,72048,61.3924,1294760
TRUE,64,32,65536,3,16,68847,72.8066,1671260
TRUE,32,128,16384,2,15,70492,58.7857,1072450
TRUE,16,128,32768,1,6,70310,67.0939,1458260
TRUE,16,128,131072,3,14,75810,130.795,3154290
TRUE,32,64,131072,2,10,68633,132.861,3145000
TRUE,16,128,16384,2,15,79010,56.5585,1126790
TRUE,64,32,65536,1,10,63805,77.2048,1661370
TRUE,64,32,131072,1,16,63644,134.738,2861180
TRUE,64,128,16384,2,4,68492,60.1568,1042170
TRUE,16,128,16384,4,13,82903,54.1223,1104520
TRUE,64,128,131072,2,8,67687,130.925,2871060
TRUE,64,32,32768,2,5,67099,65.4374,1294760
TRUE,64,64,32768,4,9,72169,61.302,1294760
TRUE,64,128,131072,4,13,71996,122.997,2871060
TRUE,16,32,32768,4,12,77173,61.2482,1400570
TRUE,32,64,32768,2,15,68314,65.7233,1293630
TRUE,16,64,16384,4,8,81539,54.8888,1104520
TRUE,64,128,65536,4,12,72169,70.3114,1671260
TRUE,64,64,65536,3,13,68774,72.8599,1671260
TRUE,64,128,65536,3,15,68526,73.0786,1671260
TRUE,32,32,65536,2,7,68973,74.7379,1835320
TRUE,32,64,65536,2,6,68512,75.197,1836080
TRUE,64,128,131072,2,5,66721,133.111,2915600
TRUE,16,64,131072,3,7,76371,130.188,3154290
TRUE,32,32,32768,4,4,74171,61.4755,1294390
TRUE,32,32,32768,1,4,65576,68.7138,1329050
TRUE,64,32,65536,2,8,67522,73.8865,1671260
TRUE,32,128,65536,4,11,74129,70.1971,1836080
TRUE,16,128,32768,1,7,69746,67.5466,1458260
TRUE,16,64,16384,1,6,75532,58.6565,1116910
TRUE,64,64,16384,2,9,68483,59.8491,1042170
TRUE,16,64,32768,1,11,71906,65.8638,1458260
TRUE,16,64,32768,1,13,70384,67.0519,1458260
TRUE,64,32,131072,3,5,68927,126.154,2871060
TRUE,16,64,32768,2,7,74470,64.0319,1468150
TRUE,64,32,65536,1,16,63730,78.0885,1661370
TRUE,64,32,16384,3,16,70222,58.651,1042170
TRUE,32,32,32768,2,9,68880,66.2119,1338930
TRUE,16,64,131072,4,12,77364,127.39,3086720
TRUE,16,32,131072,3,14,76060,130.454,3154290
TRUE,32,128,16384,2,14,69777,59.8346,1116990
TRUE,32,32,65536,1,11,66190,76.7688,1790780
TRUE,16,32,65536,1,16,70847,76.8839,2046830
TRUE,32,32,32768,2,6,68830,66.2648,1338930
TRUE,16,64,131072,3,15,75621,131.161,3154290
TRUE,64,128,32768,1,4,64417,67.4563,1284880
TRUE,64,32,32768,4,12,72021,61.409,1294760
TRUE,32,128,131072,4,4,74314,121.404,3101220
TRUE,16,128,131072,4,11,77173,128.058,3131260
TRUE,32,64,32768,2,10,68984,65.7761,1338170
TRUE,32,64,65536,3,4,70918,72.4592,1836080
TRUE,64,128,16384,4,8,73741,56.3508,1042170
TRUE,16,128,65536,2,5,73809,74.3463,2056710
TRUE,32,128,32768,4,16,73762,62.2794,1338930
TRUE,32,128,131072,1,8,65540,138.427,3145000
TRUE,16,64,131072,2,14,73304,135.189,3109760
TRUE,64,128,32768,2,7,67071,66.0155,1339300
TRUE,32,64,16384,4,5,76152,55.1404,1072450
TRUE,16,32,131072,3,16,76989,129.169,3154290
TRUE,64,32,65536,1,8,64067,77.7509,1661370
TRUE,32,32,65536,4,4,74760,69.9484,1834930
TRUE,64,32,131072,2,10,67294,131.619,2871060
TRUE,64,32,32768,1,7,64270,67.5726,1284880
TRUE,64,32,65536,2,13,66857,75.3119,1671260
TRUE,16,64,65536,4,4,78586,70.0914,2033670
TRUE,16,32,65536,1,14,70265,77.3512,2046830
TRUE,16,64,65536,4,5,76572,71.5754,2033670
TRUE,32,128,32768,4,5,74639,61.0717,1293250
TRUE,32,32,32768,2,14,69179,65.9947,1338930
TRUE,64,64,16384,3,12,70220,58.3391,1042170
TRUE,64,64,65536,2,9,66246,75.8695,1671260
TRUE,32,64,65536,2,10,68818,74.9608,1836080
TRUE,64,128,65536,3,14,68632,72.9709,1671260
TRUE,32,64,65536,4,14,74003,70.2815,1836080
TRUE,32,64,131072,1,14,66226,135.582,3135880
TRUE,64,128,65536,4,4,72209,70.2653,1671260
TRUE,32,128,16384,1,14,68337,61.0187,1107870
TRUE,32,64,131072,1,15,66348,136.48,3100460
TRUE,64,32,65536,4,15,72504,70.0354,1671260
TRUE,32,128,65536,3,10,70855,72.1979,1790780
TRUE,64,64,16384,3,13,70321,58.5792,1042170
TRUE,64,64,32768,2,12,67154,65.3715,1294760
TRUE,32,128,16384,3,14,73058,57.5073,1116990
TRUE,32,128,131072,2,10,68541,131.789,3145760
TRUE,32,128,131072,4,15,74463,121.779,3145760
TRUE,32,64,131072,2,6,68790,131.456,3145760
TRUE,16,64,131072,1,14,70812,140.11,3144410
TRUE,32,32,16384,2,5,70150,59.0105,1072450
TRUE,32,128,65536,1,7,65864,77.4723,1826200
TRUE,16,128,16384,2,5,78466,56.8638,1126790
TRUE,16,32,131072,1,15,70046,140.894,3099870
TRUE,64,32,16384,2,16,69021,59.997,1086710
TRUE,16,64,32768,2,9,73882,63.9501,1423610
TRUE,64,32,16384,3,9,70279,58.6067,1042170
TRUE,64,32,65536,4,9,72713,69.8853,1671260
TRUE,16,128,65536,1,15,70832,76.8446,2046830
TRUE,64,32,32768,3,16,68515,63.8857,1294760
TRUE,16,32,32768,1,14,70902,66.6764,1458260
TRUE,64,128,131072,1,14,63644,134.778,2861180
TRUE,16,64,65536,4,7,77548,70.295,1989140
TRUE,16,32,32768,2,8,73847,64.4624,1468150
TRUE,64,32,65536,1,14,64056,77.7552,1661370
TRUE,32,128,131072,4,5,74373,121.441,3101220
TRUE,16,64,16384,3,9,81354,55.2388,1126790
TRUE,16,128,131072,1,9,71016,139.863,3144410
TRUE,16,32,131072,2,10,73942,134.93,3154290
TRUE,64,32,32768,4,11,72168,61.3148,1294760
TRUE,16,32,131072,3,10,77154,128.989,3154290
TRUE,64,64,131072,1,16,63805,135.041,2905720
TRUE,32,64,65536,4,9,74583,69.8483,1836080
TRUE,16,64,16384,2,5,77953,56.6682,1082250
TRUE,64,128,16384,3,9,70306,58.5969,1042170
TRUE,32,32,131072,1,12,66764,136.205,3145000
TRUE,64,128,131072,4,14,71886,120.47,2871060
TRUE,32,64,32768,4,8,74750,61.5419,1337790
TRUE,16,128,131072,1,16,70515,140.653,3144410
TRUE,64,32,131072,4,9,71424,121.116,2871060
TRUE,64,32,16384,4,13,73438,56.2617,1042170
TRUE,64,64,131072,3,6,68591,126.713,2871060
TRUE,16,32,16384,4,5,82901,53.6555,1059980
TRUE,64,128,65536,3,7,68654,72.9693,1671260
TRUE,32,128,32768,4,6,74003,61.5676,1294390
TRUE,16,32,65536,3,6,76574,71.9984,2056710
TRUE,32,128,32768,2,12,68805,66.2936,1338930
TRUE,64,128,16384,4,10,73798,56.3396,1042170
TRUE,32,128,16384,1,10,68159,60.6397,1063330
TRUE,16,64,16384,1,12,75287,58.7846,1116910
TRUE,16,64,131072,3,8,77196,128.77,3154290
TRUE,16,64,16384,4,14,82742,54.7893,1149060
TRUE,16,128,16384,1,8,77373,56.9855,1072370
TRUE,64,64,32768,2,14,67670,65.5322,1339300
TRUE,64,64,131072,2,14,66946,129.327,2871060
TRUE,64,128,16384,4,9,73664,56.3938,1042170
